46414
14060	14298	2	0	0
14137	14298	2	0	1
14496	14603	2	0	0
16501	16543	2	0	1
44711	44900	1	1	2
44951	45203	1	1	2
45308	45404	1	1	2
45833	45881	1	1	2
46244	46358	1	1	2
46841	46883	1	1	2
46891	48113	2	2	3
46952	48113	2	2	4
46952	48113	2	2	5
47056	48136	2	2	6
47493	48113	2	2	7
47577	48113	2	2	8
47704	48113	2	2	9
48424	48724	2	2	8
48614	48724	2	2	5
48614	48724	2	2	6
48614	48724	2	2	7
48614	48911	2	2	9
48718	48911	2	2	3
48803	48911	2	2	4
48803	48911	2	2	5
48803	48911	2	2	6
48803	48911	2	2	8
49181	49268	2	2	7
49181	49268	2	2	9
49181	49276	2	2	4
49181	49292	2	2	6
49181	49588	2	2	5
49407	49520	2	2	8
49407	50232	2	2	3
73968	74162	2	2	3
80393	80963	2	3	10
82776	82859	2	3	10
84224	84332	2	3	10
84631	84745	2	3	10
85292	85484	2	3	10
85595	85696	2	3	10
86127	86264	2	3	10
134464	134785	1	4	11
134464	134785	1	4	12
134464	134785	1	4	13
134483	134891	1	4	14
134483	134891	1	4	15
134702	134891	1	4	16
135068	135301	1	4	17
135483	135558	1	4	18
135483	135558	1	4	19
135508	135558	1	4	20
147819	148226	2	5	28
148443	148750	2	5	28
154830	154942	2	6	29
179989	180127	1	4	21
179993	180127	1	4	11
179993	180127	1	4	12
179993	180127	1	4	13
179993	180127	1	4	14
179993	180127	1	4	15
179993	180127	1	4	16
179993	180127	1	4	17
179993	180127	1	4	18
179993	180127	1	4	19
179993	180127	1	4	20
179993	180127	1	4	22
179993	180127	1	4	23
180012	180127	1	4	24
197910	198004	1	4	23
197940	198004	1	4	25
209888	210047	1	4	11
209888	210047	1	4	12
209888	210047	1	4	13
209888	210047	1	4	14
209888	210047	1	4	15
209888	210047	1	4	16
209888	210047	1	4	17
209888	210047	1	4	18
209888	210047	1	4	19
209888	210047	1	4	20
209888	210047	1	4	21
209888	210047	1	4	22
209888	210047	1	4	23
209888	210047	1	4	24
209888	210047	1	4	25
218454	218498	1	4	22
221194	221355	1	4	12
221194	221355	1	4	16
221194	221355	1	4	17
221194	221355	1	4	20
221194	221355	1	4	22
221194	221355	1	4	23
221194	221355	1	4	24
221194	221355	1	4	25
236837	236914	1	4	11
236837	236914	1	4	12
236837	236914	1	4	13
236837	236914	1	4	14
236837	236914	1	4	15
236837	236914	1	4	16
236837	236914	1	4	17
236837	236914	1	4	18
236837	236914	1	4	19
236837	236914	1	4	20
236837	236914	1	4	21
236837	236914	1	4	22
236837	236914	1	4	23
236837	236914	1	4	24
236837	236914	1	4	25
237584	237650	1	4	11
237584	237662	1	4	22
237584	237676	1	4	12
237584	237676	1	4	13
237584	237676	1	4	15
237584	237676	1	4	16
237584	237676	1	4	17
237584	237676	1	4	18
237584	237676	1	4	19
237584	237676	1	4	23
237584	237676	1	4	24
237584	237676	1	4	25
239437	239524	1	4	12
239437	239524	1	4	13
239437	239524	1	4	14
239437	239524	1	4	15
239437	239524	1	4	16
239437	239524	1	4	17
239437	239524	1	4	18
239437	239524	1	4	19
239437	239524	1	4	20
239437	239524	1	4	21
239437	239524	1	4	23
239437	239524	1	4	24
239437	239524	1	4	25
239961	240110	1	4	26
240055	240110	1	4	12
240055	240110	1	4	13
240055	240110	1	4	14
240055	240110	1	4	17
240055	240110	1	4	18
240055	240110	1	4	19
240055	240110	1	4	20
240055	240110	1	4	21
240055	240110	1	4	23
240055	240110	1	4	24
240055	240110	1	4	25
240058	240110	1	4	15
240058	240110	1	4	16
240892	240969	1	4	12
240892	240969	1	4	14
240892	240969	1	4	15
240892	240969	1	4	16
240892	240969	1	4	17
240892	240969	1	4	19
240892	240969	1	4	20
240892	240969	1	4	21
240892	240969	1	4	23
240892	240969	1	4	24
240892	240969	1	4	25
240892	240969	1	4	26
242020	242138	1	4	12
242020	242138	1	4	13
242020	242138	1	4	14
242020	242138	1	4	15
242020	242138	1	4	16
242020	242138	1	4	17
242020	242138	1	4	18
242020	242138	1	4	19
242020	242138	1	4	20
242020	242138	1	4	21
242020	242138	1	4	23
242020	242138	1	4	24
242020	242138	1	4	25
242020	242138	1	4	26
244470	244599	1	4	27
246765	246972	1	4	12
246765	246972	1	4	13
246765	246972	1	4	14
246765	246972	1	4	15
246765	246972	1	4	16
246765	246972	1	4	17
246765	246972	1	4	18
246765	246972	1	4	19
246765	246972	1	4	20
246765	246972	1	4	21
246765	246972	1	4	23
246765	246972	1	4	24
246765	246972	1	4	25
246765	246972	1	4	27
246765	246998	1	4	26
247397	247465	1	4	12
247397	247465	1	4	13
247397	247465	1	4	14
247397	247465	1	4	15
247397	247465	1	4	16
247397	247465	1	4	17
247397	247465	1	4	18
247397	247465	1	4	19
247397	247465	1	4	20
247397	247465	1	4	21
247397	247465	1	4	23
247397	247465	1	4	24
247397	247465	1	4	25
247397	247465	1	4	27
248335	248530	1	4	27
248335	248607	1	4	12
248335	248607	1	4	13
248335	248607	1	4	14
248335	248607	1	4	15
248335	248607	1	4	16
248335	248607	1	4	17
248335	248607	1	4	18
248335	248607	1	4	19
248335	248607	1	4	20
248335	248607	1	4	21
248335	248607	1	4	23
248335	248607	1	4	24
248335	248607	1	4	25
248902	249087	1	4	12
248902	249087	1	4	13
248902	249087	1	4	14
248902	249087	1	4	15
248902	249087	1	4	17
248902	249087	1	4	18
248902	249087	1	4	19
248902	249087	1	4	20
248902	249087	1	4	21
248902	249087	1	4	23
248902	249087	1	4	25
248902	249260	1	4	16
248902	249260	1	4	24
252347	252469	1	4	12
252347	252469	1	4	18
252347	252579	1	4	21
252347	253255	1	4	23
252347	254625	1	4	13
