chr10	14300	14496	-
chr10	14300	16501	-
chr10	44902	44951	+
chr10	45205	45308	+
chr10	45406	45833	+
chr10	45883	46244	+
chr10	46360	46841	+
chr10	48115	48424	-
chr10	48115	48614	-
chr10	48115	48718	-
chr10	48115	48803	-
chr10	48138	48614	-
chr10	48726	48803	-
chr10	48726	49181	-
chr10	48913	49181	-
chr10	48913	49407	-
chr10	50234	73968	-
chr10	80965	82776	-
chr10	82861	84224	-
chr10	84334	84631	-
chr10	84747	85292	-
chr10	85486	85595	-
chr10	85698	86127	-
chr10	134787	179993	+
chr10	134893	179993	+
chr10	135303	179993	+
chr10	135560	179993	+
chr10	148228	148443	-
chr10	180129	197910	+
chr10	180129	209888	+
chr10	198006	209888	+
chr10	210049	218454	+
chr10	210049	221194	+
chr10	210049	236837	+
chr10	218500	221194	+
chr10	221357	236837	+
chr10	236916	237584	+
chr10	236916	239437	+
chr10	237678	239437	+
chr10	239526	240055	+
chr10	239526	240058	+
chr10	240112	240892	+
chr10	240112	242020	+
chr10	240971	242020	+
chr10	242140	246765	+
chr10	244601	246765	+
chr10	246974	247397	+
chr10	247467	248335	+
chr10	248609	248902	+
chr10	249089	252347	+
chr10	277578	281199	-
chr10	281324	283271	-
chr10	283447	286272	-
chr10	286348	288363	-
chr10	288422	310030	-
chr10	310093	311536	-
chr10	310093	327005	-
chr10	311567	327005	-
chr10	325020	327005	-
chr10	327177	329432	-
chr10	329602	341198	-
chr10	341330	344808	-
chr10	344919	344998	-
chr10	345111	348640	-
chr10	348763	349330	-
chr10	349455	356425	-
chr10	356507	357827	-
chr10	357938	362489	-
chr10	362692	363196	-
chr10	363312	364373	-
chr10	364583	366274	-
chr10	365022	366274	-
chr10	366412	369493	-
chr10	369634	382646	-
chr10	382762	384026	-
chr10	384147	384545	-
chr10	384640	387744	-
chr10	387810	389990	-
chr10	390094	390263	-
chr10	390374	390739	-
chr10	390864	399108	-
chr10	399220	408925	-
chr10	409018	413912	-
chr10	414111	415768	-
chr10	415889	419064	-
chr10	419200	422823	-
chr10	423034	440870	-
chr10	437916	440967	+
chr10	440997	472438	-
chr10	472550	484780	-
chr10	472550	486458	-
chr10	484949	486458	-
chr10	486531	689493	-
chr10	628898	629858	+
chr10	650179	650290	+
chr10	650443	650787	+
chr10	650443	662025	+
chr10	662119	662790	+
chr10	663703	666217	+
chr10	744034	744576	+
chr10	808273	812920	-
chr10	813214	814636	-
chr10	813214	814741	-
chr10	814851	814945	-
chr10	815071	817724	-
chr10	817890	820799	-
chr10	820846	825064	-
chr10	825317	825763	-
chr10	825871	829384	-
chr10	829595	829680	-
chr10	829735	830866	-
chr10	830978	836402	-
chr10	836507	842931	-
chr10	843069	844976	-
chr10	845056	863742	-
chr10	863884	864122	-
chr10	864271	870008	-
chr10	864271	870012	-
chr10	864271	884446	-
chr10	870084	884446	-
chr10	884507	885640	-
chr10	885761	903207	-
chr10	885761	924382	-
chr10	885761	931427	-
chr10	903344	903429	-
chr10	924434	931427	-
chr10	933116	942186	+
chr10	942240	942479	+
chr10	972994	988303	-
chr10	988528	992488	+
chr10	988949	992488	+
chr10	992660	995928	+
chr10	992660	996105	+
chr10	996033	996105	+
chr10	996243	997207	+
chr10	997309	999002	+
chr10	999096	1000676	+
chr10	1000869	1000947	+
chr10	1001014	1005817	+
chr10	1005908	1007017	+
chr10	1007129	1008957	+
chr10	1009036	1009528	+
chr10	1009581	1010419	+
chr10	1010521	1012464	+
chr10	1012663	1014246	+
chr10	1014313	1015752	+
chr10	1015897	1017074	+
chr10	1019835	1020766	-
chr10	1020898	1022682	-
chr10	1022776	1024581	-
chr10	1022784	1035289	+
chr10	1022784	1035813	+
chr10	1022784	1036788	+
chr10	1024745	1025815	-
chr10	1035423	1035813	+
chr10	1035507	1035813	+
chr10	1035977	1036788	+
chr10	1036894	1043528	+
chr10	1041505	1042631	-
chr10	1042763	1043300	-
chr10	1043394	1043998	-
chr10	1043394	1048263	-
chr10	1043394	1048863	-
chr10	1043587	1043588	+
chr10	1043682	1043685	+
chr10	1043722	1043725	+
chr10	1043759	1043760	+
chr10	1044172	1048263	-
chr10	1044172	1048863	-
chr10	1049642	1072115	+
chr10	1056565	1072115	+
chr10	1056969	1072115	+
chr10	1072294	1077906	+
chr10	1074509	1077906	+
chr10	1078004	1080010	+
chr10	1080107	1080411	+
chr10	1080477	1084402	+
chr10	1084539	1086285	+
chr10	1086358	1093451	+
chr10	1093497	1096169	+
chr10	1096247	1102457	+
chr10	1096247	1103601	+
chr10	1096268	1096270	+
chr10	1102578	1102855	+
chr10	1102979	1103598	+
chr10	1103837	1105125	+
chr10	1105268	1124217	+
chr10	1124103	1124217	+
chr10	1124353	1124909	+
chr10	1125025	1129212	+
chr10	1159991	1160552	+
chr10	1160638	1162546	+
chr10	1163072	1163214	+
chr10	1183370	1184860	-
chr10	1185040	1186502	-
chr10	1185040	1188153	-
chr10	1185040	1199965	-
chr10	1199723	1199965	-
chr10	1200148	1200262	-
chr10	1200148	1216950	-
chr10	1217120	1233693	-
chr10	1233846	1240385	-
chr10	1233846	1242130	-
chr10	1242300	1270954	-
chr10	1271070	1363027	-
chr10	1361142	1361419	-
chr10	1363918	1379073	-
chr10	1379161	1737050	-
chr10	1526900	1534589	+
chr10	1526900	1556610	+
chr10	1534996	1535591	+
chr10	2007144	2013246	-
chr10	2012569	2013246	-
chr10	2012972	2013246	-
chr10	2013459	2014134	-
chr10	2013506	2014134	-
chr10	2071976	2080796	+
chr10	2166406	2167213	+
chr10	2169253	2172739	-
chr10	2169253	2176342	-
chr10	2172835	2176342	-
chr10	2176433	2187656	-
chr10	2187933	2189461	-
chr10	2305737	2306267	-
chr10	2306310	2315029	-
chr10	2446914	2447294	-
chr10	2446951	2447286	-
chr10	2446951	2447294	-
chr10	2499809	2500326	+
chr10	2501990	2537492	+
chr10	2501990	2566528	+
chr10	3010730	3011589	+
chr10	3011706	3012818	+
chr10	3066423	3082387	+
chr10	3067708	3069273	+
chr10	3067708	3082387	+
chr10	3068743	3069273	+
chr10	3069390	3082387	+
chr10	3070316	3082387	+
chr10	3082462	3099274	+
chr10	3099353	3100920	+
chr10	3099353	3101364	+
chr10	3101001	3101364	+
chr10	3101555	3103778	+
chr10	3103945	3105114	+
chr10	3104789	3105114	+
chr10	3105160	3105392	+
chr10	3105302	3105392	+
chr10	3105502	3107213	+
chr10	3107310	3108700	+
chr10	3108794	3109354	+
chr10	3109481	3112221	+
chr10	3112287	3113118	+
chr10	3113189	3113371	+
chr10	3113519	3116775	+
chr10	3116847	3118781	+
chr10	3118870	3119891	+
chr10	3118870	3125096	+
chr10	3120045	3129818	+
chr10	3125250	3129818	+
chr10	3129984	3132379	+
chr10	3132442	3133202	+
chr10	3133315	3134482	+
chr10	3134583	3135735	+
chr10	3135839	3136449	+
chr10	3135839	3137542	+
chr10	3135839	3143855	+
chr10	3138125	3138234	-
chr10	3138338	3138903	-
chr10	3139050	3140686	-
chr10	3140813	3143388	-
chr10	3141738	3143388	-
chr10	3141770	3142971	+
chr10	3141770	3143855	+
chr10	3143089	3143855	+
chr10	3143502	3144291	-
chr10	3143732	3144291	-
chr10	3143776	3144291	-
chr10	3143987	3144970	+
chr10	3143987	3164094	+
chr10	3144367	3145595	-
chr10	3145717	3147149	-
chr10	3147251	3147571	-
chr10	3147738	3147986	-
chr10	3147738	3149620	-
chr10	3148064	3148167	-
chr10	3148064	3148170	-
chr10	3148292	3149620	-
chr10	3149754	3151246	-
chr10	3151364	3155590	-
chr10	3155730	3156929	-
chr10	3157065	3157434	-
chr10	3157532	3158039	-
chr10	3158154	3158913	-
chr10	3159043	3159847	-
chr10	3159937	3160203	-
chr10	3160331	3163724	-
chr10	3163886	3165237	-
chr10	3164286	3167831	+
chr10	3165335	3165412	-
chr10	3165528	3166228	-
chr10	3166381	3166935	-
chr10	3167043	3170103	-
chr10	3167043	3172716	-
chr10	3170207	3172716	-
chr10	3223851	3225587	+
chr10	3225729	3226986	+
chr10	3232583	3238260	-
chr10	3238612	3239438	-
chr10	3239898	3240126	-
chr10	3240503	3244566	-
chr10	3244660	3256459	-
chr10	3256558	3257143	-
chr10	3266108	3266657	+
chr10	3487011	3496152	-
chr10	3496237	3497652	-
chr10	3497725	3499183	-
chr10	3499235	3502330	-
chr10	3532271	3536778	-
chr10	3535405	3536778	-
chr10	3751120	3752504	+
chr10	3752623	3759184	+
chr10	3759295	3759772	+
chr10	3759887	3760335	+
chr10	3760491	3763017	+
chr10	3768048	3768571	+
chr10	3776404	3779346	-
chr10	3779591	3780105	-
chr10	3779591	3781640	-
chr10	3780230	3781640	-
chr10	3780230	3781794	-
chr10	3782215	3783215	-
chr10	3782215	3784912	-
chr10	3783282	3784912	-
chr10	3834238	3834480	+
chr10	3912177	3932655	+
chr10	3932973	3934519	+
chr10	3934628	3935678	+
chr10	3934975	3935678	+
chr10	4025357	4028178	+
chr10	4052158	4085196	+
chr10	4085294	4085605	+
chr10	4085709	4087358	+
chr10	4207167	4243503	-
chr10	4235783	4243503	-
chr10	4243110	4243503	-
chr10	4243688	4243822	-
chr10	4384478	4408454	+
chr10	4406574	4408454	+
chr10	4415536	4416268	-
chr10	4416478	4423549	-
chr10	4423692	4426070	-
chr10	4651204	4656033	-
chr10	4651204	4656702	-
chr10	4651204	4657600	-
chr10	4656253	4656702	-
chr10	4656321	4659981	+
chr10	4656926	4657600	-
chr10	4657726	4659452	-
chr10	4659681	4678048	-
chr10	4660112	4661698	+
chr10	4786761	4824961	+
chr10	4786761	4830674	+
chr10	4825039	4830674	+
chr10	4826278	4830674	+
chr10	4826364	4830674	+
chr10	4826364	4833349	+
chr10	4830843	4833349	+
chr10	4830843	4835674	+
chr10	4833467	4835674	+
chr10	4833467	4837442	+
chr10	4833477	4835674	+
chr10	4835810	4837458	+
chr10	4835810	4842420	+
chr10	4837582	4839728	+
chr10	4837582	4842420	+
chr10	4839827	4841784	+
chr10	4841841	4842420	+
chr10	4841858	4842420	+
chr10	4842505	4845777	+
chr10	4842505	4847147	+
chr10	4847231	4847487	+
chr10	4847300	4847487	+
chr10	4871939	4875966	-
chr10	4876054	4876636	-
chr10	4876803	4877454	-
chr10	4877565	4885393	-
chr10	4885521	4887337	-
chr10	4887415	4888084	-
chr10	4888202	4889836	-
chr10	4890005	4891882	-
chr10	4963529	4965913	+
chr10	4963529	4966009	+
chr10	4963894	4965913	+
chr10	4966082	4966926	+
chr10	4967044	4968308	+
chr10	4968387	4968821	+
chr10	4968945	4969674	+
chr10	4968945	4972200	+
chr10	4972311	4972583	+
chr10	4972750	4975850	+
chr10	4975934	4977699	+
chr10	4990039	4991830	-
chr10	4991914	4995318	-
chr10	4995485	4995755	-
chr10	4995668	4996036	+
chr10	4995866	4998624	-
chr10	4995933	4996036	+
chr10	4996147	4997239	+
chr10	4998748	4999199	-
chr10	4998748	5000549	-
chr10	4999278	5000549	-
chr10	5000461	5000549	-
chr10	5000667	5001513	-
chr10	5001682	5003751	-
chr10	5003923	5017899	-
chr10	5006053	5007406	-
chr10	5006593	5007406	-
chr10	5007507	5010343	-
chr10	5010654	5014902	-
chr10	5010654	5017899	-
chr10	5013621	5014902	-
chr10	5015235	5015836	-
chr10	5035617	5077869	+
chr10	5035617	5096409	+
chr10	5048896	5077899	+
chr10	5048896	5096409	+
chr10	5077978	5080745	+
chr10	5077978	5096409	+
chr10	5080902	5081681	+
chr10	5080902	5096409	+
chr10	5081886	5096409	+
chr10	5094529	5096409	+
chr10	5096578	5097433	+
chr10	5096578	5099326	+
chr10	5097551	5098801	+
chr10	5098880	5099326	+
chr10	5099450	5102100	+
chr10	5102211	5102484	+
chr10	5102651	5105594	+
chr10	5105678	5107460	+
chr10	5122168	5123273	-
chr10	5123440	5123710	-
chr10	5123821	5132601	-
chr10	5132770	5135142	-
chr10	5154183	5155674	-
chr10	5155758	5157634	-
chr10	5157801	5158599	-
chr10	5157801	5159882	-
chr10	5158710	5159882	-
chr10	5160006	5160811	-
chr10	5160890	5161711	-
chr10	5160890	5161855	-
chr10	5161768	5161855	-
chr10	5161973	5162852	-
chr10	5163021	5185011	-
chr10	5195576	5196228	+
chr10	5196321	5196819	+
chr10	5196952	5200180	+
chr10	5200349	5204376	+
chr10	5204494	5205756	+
chr10	5205835	5206274	+
chr10	5206398	5212615	+
chr10	5212726	5212993	+
chr10	5213160	5216710	+
chr10	5216794	5218717	+
chr10	5234594	5262964	+
chr10	5266686	5271197	-
chr10	5275238	5277127	-
chr10	5277295	5278077	-
chr10	5277295	5282775	-
chr10	5278192	5282775	-
chr10	5282899	5283709	-
chr10	5283788	5284814	-
chr10	5284932	5285844	-
chr10	5286013	5288407	-
chr10	5365231	5373714	+
chr10	5394462	5395326	-
chr10	5395476	5400843	-
chr10	5400968	5404789	-
chr10	5401088	5404789	-
chr10	5412821	5426654	+
chr10	5426722	5429169	+
